ObsTime,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount
03,1010.1,1013.2,23.5,20.5,83,1.4,100,2.3,100,0.0,0.0,...,0.00,...,0,...
04,1010.1,1013.2,23.6,20.6,83,1.1,80,2.4,90,0.0,0.0,...,0.00,...,0,...
05,1010.5,1013.6,23.7,20.0,80,1.1,100,2.3,90,0.0,0.0,...,0.00,12.0,0,5.0
06,1010.9,1014.0,23.4,19.6,79,1.5,100,2.3,110,0.0,0.0,0.0,0.00,...,0,...
07,1011.5,1014.6,24.2,20.2,78,1.9,100,3.3,110,0.0,0.0,0.6,0.28,...,0,...
08,1012.0,1015.1,25.9,21.3,76,1.0,90,3.2,90,0.0,0.0,1.0,0.99,10.0,1,1.0
09,1012.2,1015.3,27.3,21.4,70,1.4,240,2.7,240,0.0,0.0,1.0,1.71,12.0,2,1.0
10,1012.3,1015.4,28.9,21.0,62,3.4,210,5.0,180,0.0,0.0,0.9,2.26,...,4,...
11,1011.8,1014.9,29.3,20.9,61,4.0,240,5.9,220,0.0,0.0,1.0,2.98,15.0,6,2.0
12,1011.0,1014.1,29.7,20.9,59,3.3,250,6.9,230,0.0,0.0,1.0,3.00,...,7,...
13,1010.2,1013.3,29.2,21.1,62,4.5,240,8.1,230,0.0,0.0,1.0,3.00,...,7,...
14,1009.2,1012.3,28.7,21.3,64,5.1,240,8.4,240,0.0,0.0,0.9,2.71,15.0,6,4.0
15,1008.4,1011.5,28.2,21.5,67,5.3,230,8.8,220,0.0,0.0,0.9,2.11,...,4,...
16,1008.1,1011.2,27.9,21.2,67,5.8,220,10.5,220,0.0,0.0,1.0,1.77,...,2,...
17,1008.0,1011.1,27.0,21.4,71,3.5,230,8.5,230,0.0,0.0,0.9,1.03,15.0,1,6.0
18,1008.3,1011.4,26.5,21.9,76,2.0,220,7.3,210,0.0,0.0,0.2,0.21,...,0,...
19,1008.7,1011.8,26.1,22.1,79,2.7,230,5.7,220,0.0,0.0,0.0,0.00,...,0,...
20,1009.2,1012.3,25.8,22.2,81,2.3,200,4.8,220,0.0,0.0,...,0.00,12.0,0,1.0
21,1009.8,1012.9,25.6,22.4,83,2.0,210,3.9,210,0.0,0.0,...,0.00,12.0,0,2.0
22,1010.0,1013.1,25.6,22.3,82,1.9,200,4.1,220,0.0,0.0,...,0.00,...,0,...
23,1010.1,1013.2,25.3,22.3,83,1.4,190,4.0,200,0.0,0.0,...,0.00,12.0,0,2.0
24,1010.0,1013.1,25.3,22.4,84,1.4,200,2.5,210,0.0,0.0,...,0.00,...,0,...
01,1008.9,1012.0,25.1,22.3,84,2.1,190,3.3,160,0.0,0.0,...,0.00,...,0,...
02,1008.1,1011.2,24.9,21.9,83,1.8,150,3.5,190,0.0,0.0,...,0.00,12.0,0,8.0
03,1007.2,1010.3,24.6,21.6,83,1.5,180,2.9,150,0.0,0.0,...,0.00,...,0,...
04,1007.5,1010.6,24.4,21.8,85,1.3,180,2.4,180,0.0,0.0,...,0.00,...,0,...
05,1007.6,1010.7,24.4,22.0,86,1.1,140,2.2,140,0.0,0.0,...,0.00,12.0,0,7.0
06,1008.2,1011.3,24.3,21.5,84,1.1,130,2.3,150,0.0,0.0,0.0,0.00,...,0,...
07,1008.6,1011.7,24.7,21.8,84,1.7,170,3.5,140,0.0,0.0,0.0,0.02,...,0,...
08,1008.8,1011.9,26.0,22.9,83,3.2,190,5.2,190,0.0,0.0,0.1,0.73,5.0,1,8.0
09,1009.5,1012.6,26.8,22.9,79,3.6,200,6.7,180,0.0,0.0,0.1,1.06,12.0,2,7.0
10,1009.2,1012.3,27.5,22.6,75,5.3,210,8.1,220,0.0,0.0,0.3,1.43,...,3,...
11,1009.1,1012.2,28.1,23.2,75,4.3,230,8.4,210,0.0,0.0,0.5,1.79,20.0,4,5.0
12,1008.3,1011.4,29.1,23.6,72,3.9,220,9.4,260,0.0,0.0,0.9,2.84,...,7,...
13,1007.2,1010.3,28.8,23.2,72,4.9,230,9.4,230,0.0,0.0,0.7,2.59,...,6,...
14,1006.4,1009.5,28.1,22.7,73,4.9,220,8.9,220,0.0,0.0,0.6,2.18,15.0,5,7.0
15,1006.1,1009.2,27.9,23.1,75,4.6,240,9.3,230,0.0,0.0,0.9,2.25,...,4,...
16,1005.9,1009.0,27.1,22.7,77,4.7,230,8.4,210,0.0,0.0,0.9,1.68,...,2,...
17,1006.1,1009.2,26.5,22.2,77,3.8,240,8.1,260,0.0,0.0,0.5,0.84,25.0,1,4.0
18,1006.3,1009.4,26.2,22.0,78,3.2,210,7.2,210,0.0,0.0,0.2,0.19,...,0,...
19,1006.6,1009.7,25.8,22.3,81,2.6,200,5.5,180,0.0,0.0,0.0,0.00,...,0,...
20,1007.4,1010.5,25.5,22.1,82,3.0,230,6.2,200,0.0,0.0,...,0.00,15.0,0,3.0
21,1007.9,1011.0,25.5,22.0,81,1.4,230,4.2,220,0.0,0.0,...,0.00,15.0,0,4.0
22,1008.4,1011.5,25.3,21.9,81,1.9,200,3.8,220,0.0,0.0,...,0.00,...,0,...
23,1008.2,1011.3,25.1,21.9,82,1.4,160,3.3,180,0.0,0.0,...,0.00,12.0,0,0.0
24,1008.0,1011.1,25.0,21.8,82,1.6,180,3.2,160,0.0,0.0,...,0.00,...,0,...
01,1007.6,1010.7,24.8,21.6,82,0.9,150,2.3,180,0.0,0.0,...,0.00,...,0,...
02,1006.8,1009.9,25.0,21.3,80,1.2,150,2.2,150,0.0,0.0,...,0.00,12.0,0,0.0
03,1006.4,1009.5,25.0,20.9,78,1.0,150,2.1,150,0.0,0.0,...,0.00,...,0,...
04,1006.1,1009.2,25.0,20.4,76,1.3,120,2.3,110,0.0,0.0,...,0.00,...,0,...
05,1006.4,1009.5,24.8,21.0,79,0.3,120,2.0,100,0.0,0.0,...,0.00,10.0,0,4.0
06,1006.9,1010.0,25.1,21.2,79,0.9,200,2.5,250,0.0,0.0,0.0,0.00,...,0,...
07,1007.3,1010.4,25.8,20.9,74,0.6,190,1.9,120,0.0,0.0,0.0,0.00,...,0,...
08,1008.2,1011.3,26.1,21.4,75,2.3,250,3.7,280,0.0,0.0,0.0,0.51,10.0,0,9.0
09,1008.6,1011.7,27.4,21.7,71,2.3,260,3.8,270,0.0,0.0,0.1,0.97,10.0,1,8.0
10,1008.5,1011.6,28.5,20.5,62,2.2,290,5.5,290,0.0,0.0,0.3,1.86,...,3,...
11,1007.9,1010.9,30.2,20.2,55,1.0,240,4.9,260,0.0,0.0,0.9,2.84,15.0,6,3.0
12,1007.2,1010.2,31.3,20.5,53,2.6,220,5.1,280,0.0,0.0,1.0,2.97,...,7,...
13,1006.3,1009.3,31.3,20.1,51,3.9,210,7.1,180,0.0,0.0,1.0,2.95,...,7,...
14,1005.3,1008.3,30.9,20.5,54,4.7,220,8.6,210,0.0,0.0,1.0,2.98,12.0,6,2.0
15,1004.6,1007.6,30.0,20.7,58,4.3,230,9.9,210,0.0,0.0,1.0,2.40,...,4,...
16,1004.2,1007.2,29.0,21.2,63,5.1,220,8.6,230,0.0,0.0,1.0,1.73,...,2,...
17,1004.1,1007.2,28.5,21.5,66,4.3,200,8.4,210,0.0,0.0,0.9,0.96,12.0,1,1.0
18,1004.3,1007.4,27.5,21.3,69,3.7,190,6.6,210,0.0,0.0,0.6,0.29,...,0,...
19,1004.7,1007.8,27.1,21.8,73,2.9,200,6.0,200,0.0,0.0,0.0,0.00,...,0,...
20,1005.1,1008.2,26.7,21.7,74,2.5,190,5.3,180,0.0,0.0,...,0.00,15.0,0,3.0
21,1006.0,1009.1,26.4,21.9,76,2.7,210,4.7,210,0.0,0.0,...,0.00,12.0,0,3.0
22,1006.7,1009.8,26.3,22.2,78,2.8,200,4.5,210,0.0,0.0,...,0.00,...,0,...
23,1006.5,1009.6,26.3,22.2,78,3.0,210,4.7,210,0.0,0.0,...,0.00,15.0,0,3.0
24,1006.6,1009.7,26.5,22.2,77,1.4,180,3.7,210,0.0,0.0,...,0.00,...,0,...
01,1006.6,1009.7,26.4,22.2,78,0.7,140,2.5,170,0.0,0.0,...,0.00,...,0,...
02,1006.1,1009.2,26.2,21.5,75,1.3,120,2.9,130,0.0,0.0,...,0.00,15.0,0,3.0
03,1005.6,1008.7,26.1,21.4,75,1.6,100,3.0,100,0.0,0.0,...,0.00,...,0,...
04,1005.5,1008.6,26.0,21.1,74,2.0,110,3.3,100,0.0,0.0,...,0.00,...,0,...
05,1005.8,1008.9,25.8,20.6,73,1.8,120,3.8,120,0.0,0.0,...,0.00,15.0,0,2.0
06,1006.2,1009.3,26.2,20.7,72,1.2,130,3.9,130,0.0,0.0,0.0,0.00,...,0,...
07,1006.7,1009.8,27.1,21.3,71,1.6,170,4.1,140,0.0,0.0,0.3,0.19,...,0,...
08,1007.6,1010.7,28.9,22.3,68,1.2,210,3.0,140,0.0,0.0,1.0,0.88,15.0,1,1.0
09,1008.0,1011.1,29.3,22.2,66,3.0,250,6.1,270,0.0,0.0,1.0,1.67,12.0,2,4.0
10,1007.6,1010.6,30.6,22.6,62,2.9,200,5.9,200,0.0,0.0,1.0,2.26,...,4,...
11,1007.7,1010.8,29.1,22.2,66,2.6,240,6.3,280,0.0,0.0,0.5,1.81,12.0,4,9.0
12,1007.3,1010.4,28.3,22.5,71,3.0,230,6.0,240,0.0,0.0,0.0,0.62,...,2,...
13,1006.7,1009.8,28.1,22.9,73,3.6,240,6.9,210,0.0,0.0,0.0,0.92,...,3,...
14,1006.1,1009.2,27.6,23.0,76,3.0,210,6.2,220,0.0,0.0,0.0,0.30,11.0,1,10.0
15,1005.8,1008.9,27.6,23.3,77,3.2,200,6.0,250,0.0,0.0,0.0,0.48,...,1,...
16,1005.6,1008.7,27.4,23.0,77,3.4,240,6.0,210,0.0,0.0,0.0,0.53,...,1,...
17,1005.7,1008.8,27.0,23.5,81,3.0,210,5.6,210,0.0,0.0,0.0,0.00,10.0,0,9.0
18,1006.1,1009.2,26.8,23.6,83,2.9,210,5.5,220,0.0,0.0,0.0,0.00,...,0,...
19,1006.5,1009.6,26.7,23.6,83,3.5,200,6.5,190,0.0,0.0,0.0,0.00,...,0,...
20,1006.8,1009.9,26.1,23.7,87,2.7,200,7.2,220,1.0,0.8,...,0.00,7.0,0,7.0
21,1007.2,1010.3,26.2,24.3,89,3.5,200,7.0,180,T,0.1,...,0.00,10.0,0,9.0
22,1008.0,1011.1,26.3,24.2,88,2.8,200,6.5,190,0.0,0.0,...,0.00,...,0,...
23,1008.0,1011.1,26.3,24.1,88,3.8,190,6.1,210,0.0,0.0,...,0.00,15.0,0,10.0
24,1008.4,1011.5,26.4,23.8,86,3.7,200,6.6,180,0.0,0.0,...,0.00,...,0,...
01,1008.5,1011.6,25.9,23.4,86,1.7,180,6.4,190,2.0,0.5,...,0.00,...,0,...
02,1007.3,1010.4,25.4,23.3,88,4.5,170,6.5,190,3.0,1.0,...,0.00,3.0,0,10.0
03,1007.4,1010.5,25.1,23.6,91,2.8,180,5.7,180,1.0,0.5,...,0.00,...,0,...
04,1007.2,1010.3,25.1,23.6,91,1.4,160,4.5,180,0.0,0.0,...,0.00,...,0,...
05,1007.9,1011.0,22.0,20.5,91,2.3,30,6.2,40,2.5,0.3,...,0.00,4.0,0,10.0
06,1008.3,1011.4,21.4,19.5,89,3.8,30,9.4,20,T,0.1,0.0,0.00,...,0,...
07,1009.6,1012.8,20.8,18.9,89,3.8,10,7.4,10,1.5,0.3,0.0,0.00,...,0,...
08,1010.2,1013.4,20.1,18.6,91,3.0,10,9.4,20,13.0,0.9,0.0,0.00,2.0,0,10.0
09,1010.3,1013.5,20.7,19.4,92,2.4,60,8.1,360,2.0,1.0,0.0,0.15,4.0,0,10.0
10,1010.5,1013.6,21.7,20.9,95,1.5,20,4.0,10,T,0.1,0.0,0.45,...,1,...
11,1010.8,1014.0,21.1,19.7,92,3.2,360,6.5,10,T,0.2,0.0,0.00,1.0,0,10.0
12,1010.1,1013.3,21.0,19.6,92,4.0,20,7.9,30,0.5,0.2,0.0,0.49,...,1,...
13,1009.8,1013.0,20.6,18.9,90,3.9,20,7.8,50,4.5,0.7,0.0,0.06,...,1,...
14,1009.5,1012.7,20.6,19.0,91,4.3,20,7.8,10,0.5,1.0,0.0,0.18,3.0,1,10.0
15,1009.4,1012.6,20.6,19.0,91,4.0,30,7.5,360,T,1.0,0.0,0.03,...,1,...
16,1009.3,1012.5,20.7,19.4,92,3.5,40,7.0,40,T,0.1,0.0,0.03,...,0,...
17,1009.5,1012.6,20.9,20.0,95,3.4,20,6.5,30,0.0,0.0,0.0,0.09,1.5,0,10.0
18,1009.7,1012.8,21.0,19.6,92,2.9,40,8.1,30,0.0,0.0,0.0,0.00,...,0,...
19,1010.6,1013.8,20.6,19.1,91,3.9,20,6.8,20,0.0,0.0,0.0,0.00,...,0,...
20,1011.0,1014.2,20.5,18.7,89,3.4,30,6.9,10,0.0,0.0,...,0.00,1.8,0,10.0
21,1011.5,1014.7,20.2,18.1,88,3.1,40,7.5,60,0.0,0.0,...,0.00,4.0,0,10.0
22,1012.3,1015.5,19.9,17.6,87,4.4,20,6.9,50,0.0,0.0,...,0.00,...,0,...
23,1013.1,1016.3,19.2,17.1,88,4.8,10,8.6,350,0.0,0.0,...,0.00,2.0,0,10.0
24,1013.9,1017.1,17.6,15.6,88,4.8,20,10.2,320,0.0,0.0,...,0.00,...,0,...
01,1013.7,1016.9,17.6,16.0,90,5.3,20,10.9,30,0.5,0.2,...,0.00,...,0,...
02,1013.3,1016.5,17.4,15.8,90,4.6,30,8.7,40,1.5,1.0,...,0.00,1.6,0,10.0
03,1012.3,1015.5,17.6,16.2,92,3.5,20,7.8,50,0.5,0.3,...,0.00,...,0,...
04,1011.7,1014.9,17.4,16.1,92,3.1,40,6.2,30,1.0,1.0,...,0.00,...,0,...
05,1012.2,1015.4,17.4,16.0,91,2.6,30,6.3,30,T,1.0,...,0.00,1.2,0,10.0
06,1012.5,1015.7,17.5,16.0,91,3.5,30,5.8,30,T,0.1,0.0,0.00,...,0,...
07,1013.3,1016.5,17.7,16.7,94,2.6,40,4.5,40,0.0,0.0,0.0,0.00,...,0,...
08,1014.3,1017.5,18.3,17.5,95,2.4,40,4.0,30,0.0,0.0,0.0,0.06,1.2,0,10.0
09,1014.6,1017.8,18.4,16.9,91,1.1,40,3.3,10,0.0,0.0,0.0,0.02,1.2,0,10.0
10,1014.7,1017.9,19.0,17.7,92,1.9,40,3.4,30,0.0,0.0,0.0,0.51,...,1,...
11,1014.4,1017.6,20.3,19.5,95,1.8,20,3.3,350,0.0,0.0,0.0,0.86,1.5,2,10.0
12,1013.6,1016.7,22.5,20.5,88,2.2,20,4.2,360,0.0,0.0,0.0,1.83,...,4,...
13,1013.2,1016.3,22.9,20.0,84,2.7,330,4.2,320,0.0,0.0,0.0,1.28,...,3,...
14,1012.9,1016.0,22.2,18.8,81,2.5,340,4.3,340,0.0,0.0,0.0,0.53,3.0,1,10.0
15,1012.5,1015.7,21.4,17.5,78,2.1,20,5.6,10,0.0,0.0,0.0,0.33,...,1,...
16,1012.3,1015.4,22.3,18.1,77,3.2,30,4.7,20,0.0,0.0,0.0,0.75,...,1,...
17,1012.5,1015.6,21.8,17.7,78,3.2,30,5.2,350,0.0,0.0,0.0,0.16,3.0,0,10.0
18,1012.9,1016.1,21.6,17.3,77,3.0,40,5.7,30,0.0,0.0,0.0,0.00,...,0,...
19,1013.4,1016.6,21.2,17.2,78,3.2,30,5.8,30,0.0,0.0,0.0,0.00,...,0,...
20,1013.8,1017.0,20.7,17.2,80,2.9,40,5.2,20,0.0,0.0,...,0.00,3.0,0,1.0
21,1014.3,1017.5,20.8,17.1,79,3.0,20,6.2,40,0.0,0.0,...,0.00,3.0,0,8.0
22,1014.4,1017.6,21.0,17.1,78,2.6,40,4.8,30,0.0,0.0,...,0.00,...,0,...
23,1014.1,1017.3,20.6,17.5,82,2.2,20,4.2,30,0.0,0.0,...,0.00,2.5,0,6.0
24,1014.1,1017.3,20.3,17.4,83,2.5,40,5.0,30,0.0,0.0,...,0.00,...,0,...
01,1013.6,1016.8,20.6,17.8,84,0.4,40,3.8,90,0.0,0.0,...,0.00,...,0,...
02,1013.2,1016.4,20.6,17.9,85,1.1,20,2.5,70,0.0,0.0,...,0.00,1.5,0,9.0
03,1012.4,1015.6,20.3,17.9,86,0.7,40,3.5,60,0.0,0.0,...,0.00,...,0,...
04,1012.1,1015.3,20.3,18.0,87,1.7,40,3.6,40,0.0,0.0,...,0.00,...,0,...
05,1012.3,1015.5,20.6,18.1,86,1.5,360,3.7,40,0.0,0.0,...,0.00,1.2,0,10.0
06,1012.4,1015.6,20.6,18.0,85,2.3,40,4.3,40,0.0,0.0,0.0,0.00,...,0,...
07,1012.7,1015.9,21.3,18.6,85,0.9,80,3.8,40,0.0,0.0,0.0,0.11,...,0,...
08,1013.1,1016.2,22.5,19.1,81,1.6,70,3.2,80,0.0,0.0,0.1,0.63,3.0,1,8.0
09,1013.0,1016.1,24.7,20.9,79,0.5,330,2.6,30,0.0,0.0,0.5,1.28,3.5,2,2.0
10,1012.9,1016.0,26.4,20.6,70,1.0,40,4.3,30,0.0,0.0,1.0,2.17,...,4,...
11,1012.6,1015.7,27.4,20.8,67,2.3,310,5.5,330,0.0,0.0,1.0,2.60,5.0,5,3.0
12,1012.1,1015.2,28.5,21.0,64,1.5,310,5.6,360,0.0,0.0,1.0,2.89,...,6,...
13,1011.3,1014.4,28.0,20.6,64,2.4,310,6.2,330,0.0,0.0,0.9,2.73,...,6,...
14,1010.5,1013.6,28.7,21.1,64,2.4,330,5.3,330,0.0,0.0,1.0,2.84,12.0,6,2.0
15,1010.2,1013.3,28.0,21.0,66,4.3,310,7.1,320,0.0,0.0,1.0,2.20,...,4,...
16,1009.9,1013.0,27.6,21.1,68,3.9,340,7.5,330,0.0,0.0,1.0,1.60,...,2,...
17,1010.0,1013.1,27.2,20.7,68,3.5,340,6.7,320,0.0,0.0,0.4,0.84,8.0,1,8.0
18,1010.7,1013.8,25.7,20.1,71,3.3,340,6.7,320,0.0,0.0,0.0,0.24,...,0,...
19,1010.9,1014.0,25.0,20.2,75,2.0,360,5.7,30,0.0,0.0,0.0,0.00,...,0,...
20,1011.3,1014.4,24.9,20.2,75,2.0,30,4.5,40,0.0,0.0,...,0.00,6.0,0,2.0
21,1011.8,1014.9,24.6,20.1,76,1.2,30,4.0,20,0.0,0.0,...,0.00,6.0,0,6.0
22,1012.1,1015.2,24.5,20.3,77,1.2,40,2.7,90,0.0,0.0,...,0.00,...,0,...
23,1011.9,1015.0,24.1,20.5,80,0.1,0,2.3,30,0.0,0.0,...,0.00,5.0,0,6.0
24,1011.4,1014.5,24.1,20.4,80,0.1,0,1.3,50,0.0,0.0,...,0.00,...,0,...
01,1010.9,1014.0,23.8,20.3,81,0.7,170,1.4,230,0.0,0.0,...,0.00,...,0,...
02,1010.6,1013.7,23.8,20.4,81,1.6,40,2.6,50,0.0,0.0,...,0.00,4.0,0,4.0
03,1010.2,1013.3,23.6,20.2,81,1.2,160,2.8,150,0.0,0.0,...,0.00,...,0,...
04,1010.3,1013.4,23.4,20.2,82,1.6,130,3.3,140,0.0,0.0,...,0.00,...,0,...
05,1010.6,1013.7,23.3,20.0,82,0.8,150,3.7,160,0.0,0.0,...,0.00,3.0,0,2.0
06,1011.1,1014.2,23.4,20.0,81,0.2,0,1.9,160,0.0,0.0,0.0,0.00,...,0,...
07,1011.8,1014.9,24.5,21.0,81,0.2,0,1.8,120,0.0,0.0,0.4,0.28,...,0,...
08,1012.7,1015.8,25.7,21.4,77,0.6,80,2.2,70,0.0,0.0,1.0,0.93,3.0,1,0.0
09,1012.9,1016.0,27.2,21.8,72,0.8,350,2.6,40,0.0,0.0,1.0,1.58,6.0,2,2.0
10,1012.7,1015.8,28.5,21.9,68,0.4,220,2.2,40,0.0,0.0,0.9,2.02,...,4,...
11,1012.5,1015.6,29.8,21.4,61,1.2,280,4.3,290,0.0,0.0,1.0,2.58,6.0,5,7.0
12,1011.9,1015.0,30.4,21.6,59,2.3,300,5.6,320,0.0,0.0,1.0,2.68,...,6,...
13,1011.2,1014.3,30.0,21.7,61,3.5,300,6.6,310,0.0,0.0,1.0,2.93,...,6,...
14,1010.7,1013.8,29.9,21.3,60,3.5,280,6.1,250,0.0,0.0,1.0,2.66,8.0,5,2.0
15,1010.4,1013.5,29.3,21.2,62,2.8,280,6.0,270,0.0,0.0,0.8,2.05,...,4,...
16,1009.7,1012.8,29.4,21.0,61,2.7,230,6.0,280,0.0,0.0,1.0,1.62,...,2,...
17,1009.7,1012.8,28.4,20.9,64,2.3,270,4.5,250,0.0,0.0,1.0,0.95,10.0,1,2.0
18,1009.8,1012.9,27.6,21.1,68,0.9,260,3.8,270,0.0,0.0,0.6,0.30,...,0,...
19,1010.2,1013.3,27.1,21.2,70,1.5,210,3.5,220,0.0,0.0,0.0,0.00,...,0,...
20,1010.9,1014.0,26.8,21.8,74,0.6,180,3.0,270,0.0,0.0,...,0.00,10.0,0,7.0
21,1011.3,1014.4,26.8,21.6,73,1.4,30,2.8,340,0.0,0.0,...,0.00,10.0,0,7.0
22,1011.4,1014.5,26.7,21.5,73,0.3,150,2.4,30,0.0,0.0,...,0.00,...,0,...
23,1011.4,1014.5,26.7,21.6,74,1.3,20,2.3,30,0.0,0.0,...,0.00,10.0,0,7.0
24,1011.0,1014.1,26.5,21.0,72,1.1,30,2.5,20,0.0,0.0,...,0.00,...,0,...
01,1010.8,1013.9,25.9,21.0,74,0.7,50,2.6,30,0.0,0.0,...,0.00,...,0,...
02,1010.6,1013.7,25.7,21.3,77,1.7,40,3.1,30,0.0,0.0,...,0.00,10.0,0,7.0
03,1010.3,1013.4,25.4,21.2,78,2.3,30,4.0,50,0.0,0.0,...,0.00,...,0,...
04,1010.3,1013.4,25.0,21.5,81,3.1,40,4.5,30,0.0,0.0,...,0.00,...,0,...
05,1010.5,1013.6,24.7,21.5,82,1.3,40,4.2,40,0.0,0.0,...,0.00,3.0,0,0.0
06,1010.8,1013.9,24.9,21.7,82,0.9,40,2.4,60,0.0,0.0,0.0,0.00,...,0,...
07,1011.1,1014.2,25.9,22.4,81,0.9,70,2.0,30,0.0,0.0,0.8,0.35,...,0,...
08,1012.2,1015.3,27.2,22.8,77,2.5,30,4.8,20,0.0,0.0,1.0,0.99,6.0,1,4.0
09,1012.5,1015.6,27.5,22.3,73,2.0,40,6.2,40,0.0,0.0,0.5,1.11,6.0,2,5.0
10,1012.3,1015.4,28.4,22.4,70,2.2,60,4.4,40,0.0,0.0,1.0,2.28,...,5,...
11,1011.9,1015.0,29.6,22.1,64,2.5,30,5.0,20,0.0,0.0,0.8,2.46,6.0,6,7.0
12,1011.5,1014.6,29.6,23.0,68,3.5,280,6.6,260,0.0,0.0,0.7,2.48,...,7,...
13,1010.9,1014.0,30.7,23.1,64,2.9,280,7.3,260,0.0,0.0,1.0,2.99,...,8,...
14,1010.3,1013.4,29.8,23.1,67,3.2,310,6.9,320,0.0,0.0,1.0,2.83,5.0,6,3.0
15,1009.9,1012.9,30.7,22.7,62,2.4,300,6.1,300,0.0,0.0,0.9,2.38,...,4,...
16,1009.4,1012.5,30.2,21.5,60,1.9,350,5.8,270,0.0,0.0,1.0,1.68,...,2,...
17,1009.3,1012.4,29.1,21.1,62,2.3,250,4.5,220,0.0,0.0,0.2,0.75,12.0,1,9.0
18,1009.7,1012.8,28.3,21.3,66,1.2,260,4.1,280,0.0,0.0,0.0,0.17,...,0,...
19,1010.0,1013.1,28.5,21.8,67,1.9,330,3.3,330,0.0,0.0,0.0,0.00,...,0,...
20,1010.3,1013.4,27.4,22.0,72,2.3,20,3.7,20,0.0,0.0,...,0.00,7.0,0,3.0
21,1011.0,1014.1,26.9,22.1,75,2.0,30,3.3,10,0.0,0.0,...,0.00,8.0,0,3.0
22,1011.2,1014.3,26.5,22.1,77,2.3,30,3.7,40,0.0,0.0,...,0.00,...,0,...
23,1010.9,1014.0,26.4,22.0,77,1.7,30,3.7,50,0.0,0.0,...,0.00,8.0,0,0.0
24,1010.3,1013.4,26.2,21.7,76,1.1,40,2.6,40,0.0,0.0,...,0.00,...,0,...
01,1009.7,1012.8,26.0,21.6,77,0.3,70,2.1,50,0.0,0.0,...,0.00,...,0,...
02,1008.8,1011.9,25.7,21.7,79,1.1,120,2.9,150,0.0,0.0,...,0.00,6.0,0,0.0
03,1008.6,1011.7,25.7,21.8,79,0.8,180,2.4,160,0.0,0.0,...,0.00,...,0,...
04,1008.6,1011.7,25.4,21.7,80,0.6,180,2.2,180,0.0,0.0,...,0.00,...,0,...
05,1009.0,1012.1,25.3,21.7,80,0.1,0,1.3,200,0.0,0.0,...,0.00,5.0,0,3.0
06,1009.1,1012.2,24.9,21.6,82,1.0,110,1.8,120,0.0,0.0,0.0,0.00,...,0,...
07,1009.5,1012.6,26.1,22.5,81,0.4,130,2.6,150,0.0,0.0,0.7,0.36,...,0,...
08,1009.7,1012.8,27.9,23.2,76,0.5,190,2.0,90,0.0,0.0,1.0,0.99,6.0,1,1.0
09,1009.8,1012.9,29.6,23.3,69,2.0,210,4.7,220,0.0,0.0,1.0,1.75,6.0,3,4.0
10,1009.7,1012.8,29.4,22.7,67,2.9,250,5.8,190,0.0,0.0,0.4,1.63,...,4,...
11,1009.1,1012.1,30.6,23.3,65,4.3,210,8.0,230,0.0,0.0,0.3,2.19,12.0,6,8.0
12,1008.4,1011.4,30.9,22.8,62,3.5,250,7.8,230,0.0,0.0,0.2,2.20,...,6,...
13,1007.4,1010.4,31.3,23.6,64,3.5,240,8.0,220,0.0,0.0,1.0,3.16,...,8,...
14,1006.3,1009.3,30.6,23.5,66,4.6,220,9.6,220,0.0,0.0,1.0,3.00,18.0,7,4.0
15,1005.6,1008.6,30.5,23.8,68,3.8,230,8.0,250,0.0,0.0,1.0,2.43,...,5,...
16,1005.3,1008.3,29.8,23.3,68,4.0,220,6.6,250,0.0,0.0,1.0,1.84,...,3,...
17,1005.0,1008.0,29.3,23.2,70,3.5,230,6.1,250,0.0,0.0,1.0,1.08,25.0,1,4.0
18,1005.3,1008.4,28.5,22.6,70,3.7,220,5.4,220,0.0,0.0,0.7,0.38,...,0,...
19,1006.0,1009.1,27.6,23.2,77,2.3,250,4.5,260,0.0,0.0,0.0,0.00,...,0,...
20,1006.7,1009.8,27.2,23.8,82,2.1,280,3.3,240,0.0,0.0,...,0.00,20.0,0,2.0
21,1007.2,1010.3,27.2,24.0,83,1.7,230,3.5,290,0.0,0.0,...,0.00,20.0,0,6.0
22,1007.3,1010.4,26.9,24.0,84,2.2,200,3.5,200,0.0,0.0,...,0.00,...,0,...
23,1006.9,1010.0,26.7,23.9,85,2.0,200,3.4,190,0.0,0.0,...,0.00,20.0,0,6.0
24,1006.5,1009.6,26.5,23.9,86,2.2,220,4.2,220,0.0,0.0,...,0.00,...,0,...
01,1006.3,1009.4,26.5,24.1,87,2.0,260,4.1,250,0.0,0.0,...,0.00,...,0,...
02,1006.0,1009.1,25.8,23.6,88,3.0,310,6.4,300,0.0,0.0,...,0.00,12.0,0,8.0
03,1005.5,1008.6,25.9,23.2,85,1.7,300,5.2,330,0.0,0.0,...,0.00,...,0,...
04,1005.4,1008.5,25.9,23.1,85,2.6,330,4.0,340,0.0,0.0,...,0.00,...,0,...
05,1005.4,1008.5,25.9,22.8,83,2.6,340,4.9,340,0.0,0.0,...,0.00,12.0,0,8.0
06,1005.8,1008.9,25.6,22.4,83,2.0,320,4.9,310,0.0,0.0,0.0,0.00,...,0,...
07,1006.6,1009.7,25.9,22.2,80,1.9,290,3.9,330,0.0,0.0,0.4,0.28,...,0,...
